STT,pickup_longitude,pickup_latitude,PUcity,PUdistrict
4059,-73.98826,40.75879,New York,Theater District-Times Square
4060,-73.96753,40.79291,New York,Upper West Side
4061,-73.9517,40.72109,Brooklyn,Greenpoint
4062,-73.97158,40.75084,New York,Turtle Bay
4063,-73.97394,40.7914,New York,Upper West Side
4064,-73.98401,40.7252,New York,East Village
4065,-73.95835,40.77859,New York,Upper East Side
4066,-74.01563,40.71093,New York,Battery Park City
4067,-73.97641,40.75318,New York,Midtown Center
4068,-73.98294,40.73898,New York,Kips Bay
4069,-73.96078,40.76111,New York,Upper East Side
4070,-73.96251,40.77264,New York,Upper East Side
4071,-73.9732,40.75546,New York,Midtown Center
4072,-73.98303,40.73786,New York,Gramercy Park
4073,-73.97804,40.75725,New York,Midtown Center
4074,-73.99281,40.7634,New York,Clinton
4075,-73.99777,40.73602,New York,Greenwich Village
4076,-73.97421,40.78881,New York,Upper West Side
4077,-73.99518,40.73907,New York,Flatiron District
4078,-73.98646,40.73435,New York,Gramercy Park
4079,-73.9719,40.75758,New York,Midtown Center
4080,-73.98212,40.7785,New York,Lincoln Square
4081,-73.98842,40.7457,New York,Midtown South Central
4082,-73.9516,40.71396,Brooklyn,East Williamsburg
4083,-73.97853,40.74494,New York,Kips Bay
4084,-73.9703,40.76415,New York,Upper East Side
4085,-74.00905,40.71457,New York,Tribeca
4086,-73.96184,40.76792,New York,Upper East Side
4087,0,0,,
4088,-73.99626,40.72368,New York,Nolita
4089,0,0,,
4090,-73.99299,40.74139,New York,Flatiron District
4091,-73.97097,40.78604,New York,Upper West Side
4092,-74.00855,40.70759,New York,Financial District
4093,-73.99593,40.71648,New York,Chinatown
4094,-73.99318,40.76299,New York,Clinton
4095,-73.98477,40.74173,New York,Kips Bay
4096,-73.98484,40.73626,New York,Gramercy Park
4097,-73.98137,40.72058,New York,Lower East Side
4098,0,0,,
4099,-73.9803,40.76542,New York,Clinton
4100,-73.95418,40.78458,New York,Upper East Side
4101,0,0,,
4102,-73.97892,40.72984,New York,East Village
4103,-73.96025,40.7755,New York,Upper East Side
4104,-73.97403,40.78463,New York,Upper West Side
4105,-73.97544,40.75001,New York,Murray Hill
4106,-73.9681,40.76271,New York,Upper East Side
4107,-73.9968,40.71655,New York,Chinatown
4108,-74.00091,40.74627,New York,Chelsea
4109,-73.97725,40.75007,New York,Murray Hill
4110,-73.95458,40.76417,New York,Upper East Side
4111,-73.9824,40.77162,New York,Lincoln Square
4112,-73.99328,40.72969,New York,Greenwich Village
4113,-73.98083,40.76469,New York,Clinton
4114,-73.86273,40.76885,Flushing,
4115,-73.9893,40.75674,New York,Theater District-Times Square
4116,-74.00666,40.74404,New York,Chelsea
4117,-73.99478,40.7215,New York,Nolita
4118,-73.99253,40.749,New York,Chelsea
4119,-73.98508,40.7687,New York,Clinton
4120,-73.97006,40.7647,New York,Upper East Side
4121,-73.97485,40.76195,New York,Midtown Center
4122,-73.9628,40.77241,New York,Upper East Side
4123,-73.98771,40.7326,New York,Greenwich Village
4124,-73.9828,40.76707,New York,Clinton
4125,-73.99086,40.73662,New York,Flatiron District
4126,-73.98645,40.77855,New York,Lincoln Square
4127,-73.98038,40.7486,New York,Midtown South Central
4128,-73.99392,40.74679,New York,Chelsea
4129,-73.96082,40.78004,New York,Upper East Side
4130,-73.99008,40.75641,New York,Theater District-Times Square
4131,-73.98633,40.73482,New York,Gramercy Park
4132,-73.98133,40.77911,New York,Upper West Side
4133,-73.95379,40.76737,New York,Upper East Side
4134,0,0,,
4135,-74.01607,40.71518,New York,Battery Park City
4136,-73.99157,40.72691,New York,East Village
4137,-73.9797,40.78949,New York,Upper West Side
4138,-73.99264,40.71302,New York,Two Bridges
4139,-74.00367,40.73871,New York,West Village
4140,-73.98891,40.75793,New York,Theater District-Times Square
4141,-73.98395,40.74405,New York,Midtown South Central
4142,-73.97009,40.79464,New York,Upper West Side
4143,-74.00033,40.73237,New York,Greenwich Village
4144,-73.97102,40.75807,New York,Midtown Center
4145,-73.9191,40.75895,Astoria,Astoria
4146,-73.98915,40.73821,New York,Flatiron District
4147,-73.95864,40.78119,New York,Upper East Side
4148,-73.98842,40.77432,New York,Lincoln Square
4149,-73.99757,40.72129,New York,Soho
4150,-73.98171,40.73683,New York,Gramercy Park
4151,-73.95794,40.71767,Brooklyn,Greenpoint
4152,-73.99759,40.72595,New York,Greenwich Village
4153,-73.98677,40.73976,New York,Flatiron District
4154,-73.99488,40.76062,New York,Clinton
4155,-74.00377,40.74027,New York,West Village
4156,-74.00248,40.73978,New York,Chelsea
4157,-73.98452,40.74894,New York,Koreatown
4158,-73.95207,40.77379,New York,Yorkville
4159,-74.00551,40.75096,New York,Chelsea
4160,-73.99381,40.74639,New York,Chelsea
4161,-73.98923,40.75793,New York,Theater District-Times Square
4162,-73.77668,40.64536,Jamaica,
4163,0,0,,
4164,-73.982,40.76934,New York,Lincoln Square
4165,-73.9733,40.76447,New York,Central Park
4166,-73.99521,40.74996,New York,Chelsea
4167,-73.96849,40.75832,New York,Turtle Bay
4168,-73.95631,40.77145,New York,Upper East Side
4169,-73.98224,40.77249,New York,Lincoln Square
4170,-73.98353,40.73438,New York,Gramercy Park
4171,-73.98988,40.74098,New York,Flatiron District
4172,-73.98722,40.72867,New York,East Village
4173,-73.98346,40.744,New York,Kips Bay
4174,-74.00139,40.732,New York,West Village
4175,-73.98741,40.76311,New York,Clinton
4176,-73.99114,40.72977,New York,Noho
4177,-73.80098,40.64632,Jamaica,
4178,-73.99053,40.75135,New York,Garment District
4179,-73.9847,40.72884,New York,East Village
4180,-73.98545,40.76187,New York,Theater District-Times Square
4181,-73.98911,40.74769,New York,Midtown South Central
4182,-73.98222,40.77113,New York,Lincoln Square
4183,-73.87103,40.7737,Flushing,East Elmhurst
4184,-73.99239,40.74395,New York,Chelsea
4185,-73.99196,40.75474,New York,Garment District
4186,-73.97022,40.76421,New York,Upper East Side
4187,-73.96917,40.78555,New York,Upper West Side
4188,-73.96916,40.75808,New York,Midtown Center
4189,-73.97779,40.76619,New York,Clinton
4190,-73.98156,40.76335,New York,Clinton
4191,-73.96659,40.764,New York,Upper East Side
4192,-73.99402,40.75113,New York,Chelsea
4193,-73.97507,40.7826,New York,Upper West Side
4194,-73.95307,40.77613,New York,Yorkville
4195,-73.95543,40.76562,New York,Upper East Side
4196,-73.98321,40.72663,New York,East Village
4197,-73.91946,40.76987,Astoria,Astoria
4198,-73.9997,40.71409,New York,Civic Center
4199,-73.98951,40.76275,New York,Clinton
4200,-74.00659,40.7376,New York,West Village
4201,-73.961,40.80692,New York,Morningside Heights
4202,-74.0057,40.75082,New York,Chelsea
4203,-74.00316,40.72763,New York,Soho
4204,-73.96127,40.76878,New York,Upper East Side
4205,-73.96425,40.76819,New York,Upper East Side
4206,-73.99168,40.74525,New York,Chelsea
4207,-73.98009,40.75166,New York,Midtown South Central
4208,-73.86321,40.76993,Flushing,
4209,-73.9914,40.75004,New York,Chelsea
4210,-73.977,40.77987,New York,Upper West Side
4211,-74.00948,40.73803,New York,West Village
4212,-74.00428,40.72463,New York,Soho
4213,-73.99888,40.74545,New York,Chelsea
4214,-73.99299,40.75201,New York,Garment District
4215,-73.99863,40.745,New York,Chelsea
4216,-73.98753,40.69356,Brooklyn,Downtown Brooklyn
4217,-74.00172,40.74655,New York,Chelsea
4218,-73.99396,40.75659,New York,Garment District
4219,-73.98219,40.77739,New York,Lincoln Square
4220,-73.92763,40.76428,Astoria,Astoria
4221,-73.97786,40.74231,New York,Kips Bay
4222,-73.96938,40.75364,New York,Turtle Bay
4223,-73.99243,40.75685,New York,Clinton
4224,-73.98528,40.74133,New York,Kips Bay
4225,-74.00209,40.74017,New York,Chelsea
4226,-74.00008,40.74835,New York,Chelsea
4227,-74.00369,40.72563,New York,Soho
4228,-73.99201,40.72556,New York,East Village
4229,-73.98124,40.75599,New York,Midtown Center
4230,-73.95355,40.76716,New York,Upper East Side
4231,-73.97714,40.76395,New York,Midtown Center
4232,-73.98117,40.73772,New York,Gramercy Park
4233,-73.98697,40.74499,New York,Midtown South Central
4234,-73.97805,40.77347,New York,Lincoln Square
4235,-73.98289,40.75693,New York,Theater District-Times Square
4236,-73.97818,40.78633,New York,Upper West Side
4237,-73.97953,40.74637,New York,Murray Hill
4238,-73.98339,40.76773,New York,Clinton
4239,-73.95976,40.75791,New York,Sutton Place
4240,-73.97644,40.74639,New York,Murray Hill
4241,-73.96127,40.7773,New York,Upper East Side
4242,-73.98233,40.76224,New York,Theater District-Times Square
4243,-73.93588,40.79623,New York,East Harlem
4244,-73.95857,40.78424,New York,Upper East Side
4245,-73.95614,40.71392,Brooklyn,Williamsburg
4246,-73.99671,40.7222,New York,Nolita
4247,-73.9705,40.78899,New York,Upper West Side
4248,-73.98251,40.76191,New York,Theater District-Times Square
4249,-73.98883,40.77429,New York,Lincoln Square
4250,-73.88529,40.77303,Flushing,
4251,-73.86276,40.76904,Flushing,
4252,-73.98743,40.75126,New York,Garment District
4253,-73.97381,40.78931,New York,Upper West Side
4254,-73.99166,40.72658,New York,East Village
4255,-73.96816,40.76235,New York,Upper East Side
4256,-73.99182,40.73543,New York,Greenwich Village
4257,-73.96703,40.76949,New York,Upper East Side
4258,-73.94639,40.77718,New York,Yorkville
4259,-73.99104,40.72795,New York,East Village
4260,-73.99418,40.73625,New York,Greenwich Village
4261,-73.9813,40.77846,New York,Upper West Side
4262,-73.97391,40.74672,New York,Murray Hill
4263,-73.98878,40.67054,Brooklyn,Gowanus
4264,-73.98573,40.75176,New York,Midtown South Central
4265,-73.99013,40.71935,New York,Lower East Side
4266,-73.96771,40.76301,New York,Upper East Side
4267,-73.98533,40.74182,New York,Midtown South Central
4268,-73.9809,40.77096,New York,Lincoln Square
4269,-73.98212,40.77865,New York,Lincoln Square
4270,-73.99302,40.74796,New York,Chelsea
4271,-73.97286,40.74856,New York,Murray Hill
4272,-73.98175,40.78111,New York,Upper West Side
4273,-73.99123,40.73936,New York,Flatiron District
4274,-74,40.72533,New York,Soho
4275,-73.95391,40.76391,New York,Upper East Side
4276,-73.96713,40.80336,New York,Upper West Side
4277,-73.95335,40.77007,New York,Upper East Side
4278,-73.99344,40.75756,New York,Hells Kitchen
4279,-73.9626,40.76307,New York,Upper East Side
4280,-73.98643,40.72667,New York,East Village
4281,-73.98509,40.77392,New York,Lincoln Square
4282,0,0,,
4283,-73.98678,40.74014,New York,Flatiron District
4284,-73.98308,40.77671,New York,Lincoln Square
4285,-74.00068,40.71835,New York,Chinatown
4286,-73.98751,40.7605,New York,Clinton
4287,-74.01486,40.71425,New York,Battery Park City
4288,-73.97686,40.76399,New York,Midtown Center
4289,-73.95992,40.77343,New York,Upper East Side
4290,-73.95994,40.77349,New York,Upper East Side
4291,-73.78986,40.64681,Jamaica,
4292,0,0,,
4293,-73.98565,40.7471,New York,Koreatown
4294,-73.99147,40.72708,New York,East Village
4295,-73.99459,40.72603,New York,Noho
4296,-73.97953,40.74646,New York,Murray Hill
4297,-73.98626,40.76831,New York,Clinton
4298,0,0,,
4299,-74.01564,40.71007,New York,Battery Park City
4300,-73.98288,40.72265,New York,East Village
4301,-73.87476,40.77411,Flushing,
4302,-73.99117,40.7705,New York,Clinton
4303,-73.98525,40.76853,New York,Clinton
4304,-73.9802,40.78517,New York,Upper West Side
4305,-73.96984,40.76141,New York,Midtown Center
4306,-73.97878,40.75006,New York,Murray Hill
4307,-74.0147,40.70462,New York,Financial District
4308,-73.98383,40.76278,New York,Theater District-Times Square
4309,-73.99086,40.75533,New York,Garment District
4310,-73.97419,40.75654,New York,Midtown Center
4311,-73.97582,40.78949,New York,Upper West Side
4312,-74.00035,40.74345,New York,Chelsea
4313,-73.95658,40.71715,Brooklyn,Greenpoint
4314,-73.9565,40.77836,New York,Upper East Side
4315,-73.9788,40.75273,New York,Midtown Center
4316,-73.99402,40.75109,New York,Chelsea
4317,-73.99979,40.7235,New York,Soho
4318,-74.00128,40.75691,New York,Hells Kitchen
4319,-73.98095,40.74455,New York,Kips Bay
4320,-73.98714,40.74775,New York,Koreatown
4321,-73.98221,40.76075,New York,Theater District-Times Square
4322,-73.98526,40.7544,New York,Theater District-Times Square
4323,-73.97072,40.76519,New York,Upper East Side
4324,-73.98548,40.7637,New York,Clinton
4325,-73.9839,40.7436,New York,Midtown South Central
4326,-73.98479,40.75763,New York,Theater District-Times Square
4327,-73.9817,40.74109,New York,Kips Bay
4328,-73.98748,40.7754,New York,Lincoln Square
4329,-74.01521,40.71579,New York,Battery Park City
4330,-73.98239,40.75687,New York,Midtown Center
4331,-73.99672,40.75283,New York,Chelsea
4332,-73.98715,40.74464,New York,Midtown South Central
4333,-73.98765,40.7503,New York,Garment District
4334,-73.98712,40.72232,New York,Lower East Side
4335,-73.9556,40.76753,New York,Upper East Side
4336,-73.95324,40.78272,New York,Upper East Side
4337,-73.99018,40.75656,New York,Theater District-Times Square
4338,-73.96679,40.80394,New York,Upper West Side
4339,-73.97267,40.79316,New York,Upper West Side
4340,-73.99258,40.74291,New York,Midtown South Central
4341,-73.99489,40.72556,New York,Noho
4342,-73.9804,40.76549,New York,Clinton
4343,-73.98565,40.72693,New York,East Village
4344,0,0,,
4345,-73.99213,40.7156,New York,Chinatown
4346,-73.97746,40.74647,New York,Murray Hill
4347,-73.96045,40.76175,New York,Upper East Side
4348,-73.992,40.7499,New York,Chelsea
4349,-73.97057,40.75805,New York,Midtown Center
4350,-73.94967,40.76851,New York,Upper East Side
4351,-73.99419,40.75115,New York,Chelsea
4352,-73.9813,40.73311,New York,Gramercy Park
4353,-74.00557,40.74048,New York,West Village
4354,-73.99201,40.68449,Brooklyn,Boerum Hill
4355,-73.98824,40.72788,New York,East Village
4356,-74.01185,40.71018,New York,Financial District
4357,-73.99741,40.72727,New York,Greenwich Village
4358,-73.9765,40.78583,New York,Upper West Side
4359,-74.00096,40.73154,New York,West Village
4360,-73.98021,40.76072,New York,Theater District-Times Square
4361,-73.95029,40.7608,New York,Roosevelt Island
4362,-73.97737,40.75256,New York,Midtown Center
4363,-73.97519,40.76636,New York,Central Park
4364,-73.98029,40.75572,New York,Midtown Center
4365,-73.99827,40.72599,New York,Soho
4366,-73.92676,40.83123,Bronx,Highbridge
4367,-73.98546,40.72753,New York,East Village
4368,-73.90207,40.76395,Woodside,Woodside
4369,-73.99006,40.72908,New York,East Village
4370,-73.953,40.7832,New York,Upper East Side
4371,-73.99194,40.71982,New York,Lower East Side
4372,0,0,,
4373,-73.95596,40.77954,New York,Upper East Side
4374,-73.94744,40.77937,New York,Yorkville
4375,-73.97603,40.75146,New York,Murray Hill
4376,-73.98601,40.73103,New York,East Village
4377,-73.77675,40.64529,Jamaica,
4378,-74.00205,40.7327,New York,West Village
4379,-73.99361,40.74183,New York,Flatiron District
4380,-73.98773,40.7494,New York,Koreatown
4381,-73.94576,40.78182,New York,Yorkville
4382,-73.98615,40.74352,New York,Midtown South Central
4383,-73.97558,40.75104,New York,Murray Hill
4384,-73.97622,40.76552,New York,Midtown Center
4385,-73.99509,40.72516,New York,Noho
4386,-73.97665,40.78836,New York,Upper West Side
4387,-74.00156,40.75122,New York,Chelsea
4388,-73.96168,40.76424,New York,Upper East Side
4389,-73.87087,40.77372,Flushing,East Elmhurst
4390,-73.99766,40.71822,New York,Little Italy
4391,-73.9821,40.77849,New York,Lincoln Square
4392,-73.94432,40.79236,New York,East Harlem
4393,-73.99803,40.71684,New York,Chinatown
4394,-73.98538,40.76008,New York,Theater District-Times Square
4395,-73.99534,40.74127,New York,Chelsea
4396,-73.98116,40.76475,New York,Clinton
4397,-73.96506,40.75525,New York,Turtle Bay
4398,-73.96982,40.75709,New York,Turtle Bay
4399,-73.98602,40.7681,New York,Clinton
4400,-73.95169,40.77369,New York,Yorkville
4401,-74.00021,40.73888,New York,Chelsea
4402,-73.95207,40.7695,New York,Upper East Side
4403,-74.00708,40.74364,New York,Chelsea
4404,-73.9799,40.76067,New York,Theater District-Times Square
4405,-73.9841,40.76971,New York,Clinton
4406,-73.98201,40.76836,New York,Clinton
4407,-73.78962,40.64821,Jamaica,
4408,-73.99233,40.72461,New York,East Village
4409,-73.97909,40.78201,New York,Upper West Side
4410,-73.99801,40.76066,New York,Hells Kitchen
4411,-73.9745,40.75605,New York,Midtown Center
4412,-73.78097,40.64484,Jamaica,
4413,-73.98283,40.74213,New York,Kips Bay
4414,-73.95577,40.77983,New York,Upper East Side
4415,-73.97774,40.75259,New York,Midtown Center
4416,-73.99176,40.75031,New York,Chelsea
4417,-73.99101,40.72783,New York,East Village
4418,-73.99949,40.73883,New York,Chelsea
4419,-73.96846,40.79663,New York,Upper West Side
4420,-73.99098,40.73513,New York,Flatiron District
4421,-74.00901,40.71863,New York,Tribeca
4422,-73.97891,40.75348,New York,Midtown Center
4423,-74.0175,40.70701,New York,Battery Park City
4424,-73.9946,40.75018,New York,Chelsea
4425,-73.97398,40.76435,New York,Midtown Center
4426,-73.981,40.73753,New York,Gramercy Park
4427,-73.97073,40.79375,New York,Upper West Side
4428,-73.98846,40.7315,New York,Greenwich Village
4429,-73.98258,40.76243,New York,Theater District-Times Square
4430,-73.9857,40.72304,New York,East Village
4431,-74.00126,40.76258,New York,Clinton
4432,-73.99208,40.74954,New York,Chelsea
4433,-73.97764,40.78414,New York,Upper West Side
4434,-73.95944,40.77155,New York,Upper East Side
4435,-73.9746,40.77789,New York,Upper West Side
4436,-73.9787,40.73674,New York,Gramercy Park
4437,-73.96611,40.79428,New York,Upper West Side
4438,-73.97785,40.75781,New York,Midtown Center
4439,-73.97829,40.73699,New York,Kips Bay
4440,-74.00771,40.72527,New York,Soho
4441,-73.9719,40.79466,New York,Upper West Side
4442,-73.98775,40.74989,New York,Garment District
4443,-73.99456,40.7191,New York,Little Italy
4444,-73.99576,40.7593,New York,Hells Kitchen
4445,-73.99089,40.74952,New York,Chelsea
4446,-73.99063,40.73097,New York,Greenwich Village
4447,-73.96241,40.77016,New York,Upper East Side
4448,-73.79051,40.64679,Jamaica,
4449,-73.99743,40.72153,New York,Nolita
4450,-73.96946,40.7583,New York,Turtle Bay
4451,-73.98919,40.74784,New York,Midtown South Central
4452,-73.97844,40.74522,New York,Kips Bay
4453,-73.98776,40.72115,New York,Lower East Side
4454,-73.97754,40.77917,New York,Upper West Side
4455,-73.99547,40.76448,New York,Clinton
4456,-73.95732,40.77039,New York,Upper East Side
4457,-73.96892,40.76398,New York,Upper East Side
4458,-74.00234,40.75588,New York,Hells Kitchen
4459,-73.95484,40.82068,New York,Hamilton Heights
4460,0,0,,
4461,-73.99817,40.71363,New York,Chinatown
4462,-73.96854,40.76157,New York,Midtown Center
4463,-73.96677,40.78806,New York,Central Park
4464,-73.99492,40.73407,New York,Greenwich Village
4465,-73.96797,40.76277,New York,Upper East Side
4466,-73.87444,40.77399,Flushing,
4467,-73.97075,40.75416,New York,Turtle Bay
4468,-73.98901,40.71864,New York,Lower East Side
4469,-73.98571,40.76326,New York,Clinton
4470,-73.99857,40.71962,New York,Little Italy
4471,-73.96612,40.76814,New York,Upper East Side
4472,-73.99666,40.72357,New York,Soho
4473,-73.92001,40.75946,Astoria,Astoria
4474,-73.96924,40.76157,New York,Midtown Center
4475,-74.01528,40.71548,New York,Battery Park City
4476,-73.95746,40.77009,New York,Upper East Side
4477,-73.99523,40.73989,New York,Chelsea
4478,-73.96693,40.79379,New York,Upper West Side
4479,-73.97394,40.74766,New York,Murray Hill
4480,-73.97144,40.78612,New York,Upper West Side
4481,-73.99492,40.74495,New York,Chelsea
4482,-73.95278,40.67813,Brooklyn,Bedford-Stuyvesant
4483,-74.00397,40.70751,New York,Financial District
4484,-73.9608,40.7782,New York,Upper East Side
4485,-73.99044,40.73716,New York,Flatiron District
4486,-73.95084,40.77907,New York,Yorkville
4487,-73.9719,40.78654,New York,Upper West Side
4488,-73.97853,40.76416,New York,Clinton
4489,-73.98909,40.7485,New York,Chelsea
4490,-73.98144,40.76276,New York,Clinton
4491,-73.99635,40.75966,New York,Hells Kitchen
4492,-73.9877,40.70185,Brooklyn,Dumbo
4493,-73.99072,40.75085,New York,Chelsea
4494,-73.98071,40.73394,New York,Gramercy Park
4495,-73.98426,40.76993,New York,Lincoln Square
4496,-74.00514,40.74103,New York,Chelsea
4497,-73.99228,40.74946,New York,Chelsea
4498,-74.00687,40.71962,New York,Tribeca
4499,-73.99088,40.7341,New York,Greenwich Village
4500,-73.95688,40.71269,Brooklyn,Williamsburg
4501,-73.94651,40.7809,New York,Yorkville
4502,-74.01568,40.71502,New York,Battery Park City
4503,-73.98794,40.76476,New York,Clinton
4504,-73.99992,40.71607,New York,Chinatown
4505,-74.00023,40.72701,New York,Soho
4506,-73.95384,40.74399,Long Island City,Hunters Point
4507,-73.99744,40.71914,New York,Little Italy
4508,-73.98397,40.76049,New York,Theater District-Times Square
4509,-73.9688,40.75915,New York,Midtown Center
4510,-73.97317,40.75561,New York,Midtown Center
4511,-73.96269,40.76688,New York,Upper East Side
4512,-73.98364,40.74953,New York,Midtown South Central
4513,-73.96793,40.79264,New York,Upper West Side
4514,-73.98991,40.74694,New York,Chelsea
4515,-73.97735,40.75316,New York,Midtown Center
4516,-73.97611,40.75908,New York,Midtown Center
4517,-73.98219,40.76481,New York,Clinton
4518,-73.9941,40.76908,New York,Clinton
4519,-73.98962,40.77124,New York,Clinton
4520,-73.97859,40.78742,New York,Upper West Side
4521,-73.97758,40.75201,New York,Murray Hill
4522,-73.98949,40.75887,New York,Clinton
4523,-73.79039,40.64427,Jamaica,
4524,-73.9811,40.74162,New York,Kips Bay
4525,-73.96145,40.76021,New York,Upper East Side
4526,-74.01251,40.70255,New York,Financial District
4527,-73.9968,40.72097,New York,Little Italy
4528,0,0,,
4529,-73.99519,40.73968,New York,Chelsea
4530,-73.99455,40.74027,New York,Flatiron District
4531,-74.01032,40.71982,New York,Tribeca
4532,-73.97705,40.78775,New York,Upper West Side
4533,-73.91436,40.77877,Astoria,Ditmars Steinway
4534,-73.96252,40.7756,New York,Upper East Side
4535,-73.9864,40.73704,New York,Gramercy Park
4536,-73.98955,40.75722,New York,Theater District-Times Square
4537,-73.98247,40.76799,New York,Clinton
4538,-73.97424,40.79132,New York,Upper West Side
4539,-73.97768,40.72999,New York,Stuyvesant Town
4540,-73.97991,40.75326,New York,Midtown Center
4541,-73.97751,40.74961,New York,Murray Hill
4542,-73.98324,40.76454,New York,Clinton
4543,-73.99063,40.73809,New York,Flatiron District
4544,-73.99626,40.73804,New York,Flatiron District
4545,-73.98412,40.76988,New York,Lincoln Square
4546,-73.99661,40.73123,New York,Greenwich Village
4547,-74.00962,40.72122,New York,Tribeca
4548,-73.98724,40.75053,New York,Koreatown
4549,-73.99042,40.72882,New York,East Village
4550,-73.95616,40.78667,New York,Upper East Side
4551,-73.9918,40.7163,New York,Chinatown
4552,-74.0077,40.73218,New York,West Village
4553,-74.00405,40.74201,New York,Chelsea
4554,-73.94333,40.7125,Brooklyn,East Williamsburg
4555,-74.00545,40.71449,New York,Civic Center
4556,-73.96706,40.76396,New York,Upper East Side
4557,-73.98213,40.75879,New York,Theater District-Times Square
4558,-74.00524,40.74184,New York,Chelsea
4559,-74.00875,40.71157,New York,Tribeca
4560,-73.86374,40.76967,Flushing,
4561,-73.93499,40.69888,Brooklyn,Bushwick
4562,-73.98562,40.73155,New York,East Village
4563,-73.9728,40.74883,New York,Murray Hill
4564,-73.97711,40.7901,New York,Upper West Side
4565,-73.96525,40.75935,New York,Turtle Bay
4566,-73.98873,40.74854,New York,Chelsea
4567,-74.00289,40.72678,New York,Soho
4568,-73.98254,40.75185,New York,Midtown South Central
4569,-73.9855,40.75153,New York,Midtown South Central
4570,-73.99203,40.74991,New York,Chelsea
4571,-73.98012,40.76039,New York,Theater District-Times Square
4572,-73.97131,40.7578,New York,Midtown Center
4573,-73.98288,40.69282,Brooklyn,Downtown Brooklyn
4574,-73.96903,40.76344,New York,Upper East Side
4575,-73.9855,40.75737,New York,Theater District-Times Square
4576,-73.86279,40.76905,Flushing,
4577,-73.9941,40.7245,New York,Nolita
4578,-73.98979,40.69444,Brooklyn,Downtown Brooklyn
4579,-74.00713,40.714,New York,Tribeca
4580,-73.98685,40.73303,New York,East Village
4581,-73.97939,40.75283,New York,Midtown South Central
4582,-73.95596,40.71761,Brooklyn,Greenpoint
4583,-74.00432,40.74834,New York,Chelsea
4584,-73.98459,40.71023,New York,Lower East Side
4585,-73.96926,40.7537,New York,Turtle Bay
4586,-73.94931,40.77293,New York,Yorkville
4587,-73.98834,40.74838,New York,Koreatown
4588,-73.99242,40.74847,New York,Chelsea
4589,-73.96382,40.76774,New York,Upper East Side
4590,-73.96809,40.76554,New York,Upper East Side
4591,-73.97759,40.77877,New York,Upper West Side
4592,-73.98859,40.74124,New York,Flatiron District
4593,-74.00945,40.71359,New York,Tribeca
4594,-73.99616,40.72026,New York,Little Italy
4595,-73.99932,40.74413,New York,Chelsea
4596,-73.96221,40.76046,New York,Upper East Side
4597,0,0,,
4598,-73.866,40.77085,Flushing,
4599,-73.9885,40.74589,New York,Midtown South Central
4600,-73.99582,40.69067,Brooklyn,Cobble Hill
4601,-73.97213,40.74971,New York,Murray Hill
4602,-74.00277,40.7606,New York,Hells Kitchen
4603,-74.01402,40.71321,New York,Financial District
4604,-73.98118,40.78133,New York,Upper West Side
4605,-73.9847,40.76844,New York,Clinton
4606,-73.97579,40.75482,New York,Midtown Center
4607,-73.95376,40.77527,New York,Yorkville
4608,-74.0051,40.71875,New York,Tribeca
4609,-73.87297,40.77404,Flushing,
4610,-73.95168,40.76976,New York,Upper East Side
4611,-73.97319,40.79298,New York,Upper West Side
4612,-73.95399,40.77004,New York,Upper East Side
4613,-73.99454,40.7454,New York,Chelsea
4614,-73.9722,40.75014,New York,Turtle Bay
4615,0,0,,
4616,0,0,,
4617,-73.97756,40.7341,New York,Stuyvesant Town
4618,-74.00051,40.72986,New York,Greenwich Village
4619,-73.99177,40.74943,New York,Chelsea
4620,-73.97095,40.76109,New York,Midtown Center
4621,-73.87086,40.77373,Flushing,East Elmhurst
4622,-73.78524,40.64847,Jamaica,
4623,-73.99193,40.74266,New York,Midtown South Central
4624,-73.97462,40.74695,New York,Murray Hill
4625,-74.01127,40.71655,New York,Tribeca
4626,-73.97994,40.74339,New York,Kips Bay
4627,-73.95213,40.7732,New York,Yorkville
4628,-73.92125,40.8678,New York,Inwood
4629,-73.9853,40.7584,New York,Theater District-Times Square
4630,-73.96807,40.7556,New York,Turtle Bay
4631,-73.99109,40.7496,New York,Chelsea
4632,-73.99034,40.75522,New York,Garment District
4633,-73.9749,40.73302,New York,Stuyvesant Town
4634,-73.98032,40.73041,New York,Stuyvesant Town
4635,-73.98404,40.74626,New York,Midtown South Central
4636,-73.96515,40.75531,New York,Turtle Bay
4637,-73.98638,40.75869,New York,Theater District-Times Square
4638,-73.97868,40.76232,New York,Clinton
4639,0,0,,
4640,-73.97503,40.75127,New York,Midtown Center
4641,-74.00206,40.74041,New York,Chelsea
4642,-73.99163,40.74995,New York,Chelsea
4643,-73.9657,40.75453,New York,Turtle Bay
4644,-73.98722,40.76517,New York,Clinton
4645,-73.95569,40.77109,New York,Upper East Side
4646,-73.98444,40.77478,New York,Lincoln Square
4647,-73.99335,40.74216,New York,Flatiron District
4648,-73.95423,40.78124,New York,Upper East Side
4649,-73.96604,40.68337,Brooklyn,Clinton Hill
4650,-74.00533,40.70563,New York,Financial District
4651,-73.9499,40.72414,Brooklyn,Greenpoint
4652,-73.98647,40.74025,New York,Midtown South Central
4653,-73.98994,40.719,New York,Lower East Side
4654,-73.9925,40.75884,New York,Clinton
4655,-73.97725,40.77956,New York,Upper West Side
4656,-73.99221,40.7501,New York,Chelsea
