STT,pickup_longitude,pickup_latitude,PUcity,PUdistrict
3148,-73.99524,40.74983,New York,Chelsea
3149,-74.00129,40.7189,New York,Chinatown
3150,-73.98173,40.7287,New York,East Village
3151,-74.00132,40.73108,New York,Greenwich Village
3152,-73.9781,40.75125,New York,Murray Hill
3153,-73.98884,40.73649,New York,Gramercy Park
3154,-73.98621,40.76721,New York,Clinton
3155,-74.01098,40.70356,New York,Financial District
3156,-73.98569,40.74088,New York,Kips Bay
3157,-74.00916,40.72971,New York,West Village
3158,-74.00541,40.73321,New York,West Village
3159,-73.96184,40.76754,New York,Upper East Side
3160,-73.99436,40.75092,New York,Chelsea
3161,-73.97702,40.75216,New York,Midtown Center
3162,-73.9792,40.78012,New York,Upper West Side
3163,-73.99464,40.72622,New York,Noho
3164,-73.97729,40.7436,New York,Kips Bay
3165,-73.98382,40.75995,New York,Theater District-Times Square
3166,-73.98398,40.72555,New York,East Village
3167,-73.97954,40.76701,New York,Clinton
3168,-74.00408,40.73813,New York,West Village
3169,-73.79008,40.64679,Jamaica,
3170,-73.99872,40.7604,New York,Hells Kitchen
3171,-74.00764,40.74087,New York,Meatpacking District
3172,-73.78212,40.64456,Jamaica,
3173,-73.97005,40.76531,New York,Upper East Side
3174,-73.99334,40.74463,New York,Chelsea
3175,-74.00445,40.74237,New York,Chelsea
3176,-73.99452,40.74544,New York,Chelsea
3177,-73.98699,40.76063,New York,Theater District-Times Square
3178,-74.00731,40.70541,New York,Financial District
3179,-73.97675,40.72693,New York,East Village
3180,-73.86365,40.76977,Flushing,
3181,-73.97994,40.78372,New York,Upper West Side
3182,-73.98569,40.73516,New York,Gramercy Park
3183,-74.00152,40.73108,New York,West Village
3184,-73.96872,40.76611,New York,Upper East Side
3185,-74.00506,40.74486,New York,Chelsea
3186,-73.86547,40.77112,Flushing,
3187,-73.98456,40.73723,New York,Gramercy Park
3188,-73.96349,40.76609,New York,Upper East Side
3189,-73.97773,40.76201,New York,Midtown Center
3190,-73.98764,40.73835,New York,Flatiron District
3191,-73.97187,40.75734,New York,Midtown Center
3192,-73.98489,40.74218,New York,Kips Bay
3193,-73.9835,40.75959,New York,Theater District-Times Square
3194,-73.95077,40.77497,New York,Yorkville
3195,-73.92021,40.773,Astoria,Ditmars Steinway
3196,-73.98117,40.76444,New York,Clinton
3197,-73.99206,40.7488,New York,Chelsea
3198,-73.99408,40.75366,New York,Garment District
3199,-73.95494,40.78423,New York,Upper East Side
3200,-73.97622,40.74003,New York,Kips Bay
3201,-74.00261,40.70875,New York,Financial District
3202,-73.99307,40.75241,New York,Garment District
3203,-73.9928,40.72822,New York,Noho
3204,-73.9948,40.72489,New York,Nolita
3205,-73.86276,40.76948,Flushing,
3206,-73.96626,40.75839,New York,Turtle Bay
3207,-73.99216,40.71886,New York,Lower East Side
3208,-73.98462,40.74818,New York,Midtown South Central
3209,-73.99232,40.74372,New York,Chelsea
3210,-74.01399,40.70922,New York,Financial District
3211,-73.94982,40.69383,Brooklyn,Bedford-Stuyvesant
3212,-74.00308,40.72683,New York,Soho
3213,-73.97479,40.75028,New York,Murray Hill
3214,-73.95366,40.76716,New York,Upper East Side
3215,-73.78266,40.64453,Jamaica,
3216,-73.97401,40.75533,New York,Midtown Center
3217,-73.98513,40.74233,New York,Midtown South Central
3218,-73.97304,40.74438,New York,Tudor City
3219,-73.99895,40.76091,New York,Hells Kitchen
3220,-74.00888,40.70698,New York,Financial District
3221,-73.9824,40.74716,New York,Midtown South Central
3222,-74.00011,40.73958,New York,Chelsea
3223,-73.97438,40.75137,New York,Midtown Center
3224,-73.95564,40.77689,New York,Upper East Side
3225,-74.00688,40.7082,New York,Financial District
3226,-73.97941,40.74999,New York,Midtown South Central
3227,-73.98298,40.73974,New York,Kips Bay
3228,-73.98531,40.75768,New York,Theater District-Times Square
3229,-73.9782,40.78326,New York,Upper West Side
3230,-73.98705,40.73946,New York,Flatiron District
3231,-73.98149,40.77348,New York,Lincoln Square
3232,-73.9869,40.74676,New York,Midtown South Central
3233,-73.98889,40.74859,New York,Chelsea
3234,-73.96913,40.76114,New York,Midtown Center
3235,-74.0109,40.70954,New York,Financial District
3236,-73.98981,40.73899,New York,Flatiron District
3237,-73.97794,40.74905,New York,Murray Hill
3238,-73.96992,40.76016,New York,Midtown Center
3239,-73.97887,40.76164,New York,Theater District-Times Square
3240,-73.96059,40.77286,New York,Upper East Side
3241,-73.97168,40.76332,New York,Midtown Center
3242,-73.97038,40.75201,New York,Turtle Bay
3243,-73.96556,40.75301,New York,Turtle Bay
3244,-73.99566,40.7391,New York,Chelsea
3245,-73.98558,40.76461,New York,Clinton
3246,-73.9576,40.78209,New York,Upper East Side
3247,-73.9477,40.77872,New York,Yorkville
3248,-73.97536,40.75274,New York,Midtown Center
3249,-73.96596,40.76797,New York,Upper East Side
3250,-73.95388,40.77528,New York,Yorkville
3251,-73.95872,40.7128,Brooklyn,Williamsburg
3252,-73.98648,40.76218,New York,Clinton
3253,-73.98215,40.76289,New York,Theater District-Times Square
3254,-73.99824,40.72312,New York,Soho
3255,-74.00013,40.73767,New York,West Village
3256,-73.97289,40.78051,New York,Upper West Side
3257,-74.00381,40.7078,New York,Financial District
3258,-74.00745,40.74116,New York,Meatpacking District
3259,-73.97633,40.76564,New York,Clinton
3260,-73.99542,40.76494,New York,Clinton
3261,-73.98905,40.76314,New York,Clinton
3262,-74.0026,40.72113,New York,Soho
3263,-73.9715,40.74635,New York,Tudor City
3264,-73.952,40.78118,New York,Yorkville
3265,-73.9859,40.74333,New York,Midtown South Central
3266,-73.9817,40.76434,New York,Clinton
3267,-73.99206,40.75376,New York,Garment District
3268,-73.78452,40.6486,Jamaica,
3269,-74.00477,40.72335,New York,Soho
3270,-73.98886,40.71889,New York,Lower East Side
3271,0,0,,
3272,-73.9665,40.75312,New York,Turtle Bay
3273,-73.86554,40.7717,Flushing,
3274,-73.96777,40.8028,New York,Upper West Side
3275,-73.9726,40.75624,New York,Midtown Center
3276,-73.94452,40.79497,New York,East Harlem
3277,-73.86378,40.76968,Flushing,
3278,-73.96147,40.76868,New York,Upper East Side
3279,-73.97213,40.75375,New York,Turtle Bay
3280,-73.98692,40.75537,New York,Theater District-Times Square
3281,-73.97617,40.74851,New York,Murray Hill
3282,-73.97248,40.75885,New York,Midtown Center
3283,-73.98103,40.76298,New York,Clinton
3284,-73.97878,40.7852,New York,Upper West Side
3285,-73.95945,40.77184,New York,Upper East Side
3286,-74.00812,40.71449,New York,Tribeca
3287,-73.99158,40.73879,New York,Flatiron District
3288,-73.99106,40.72813,New York,East Village
3289,-74.00216,40.72644,New York,Soho
3290,-73.97714,40.77271,New York,Central Park
3291,-73.97164,40.76405,New York,Midtown Center
3292,-73.93441,40.7692,Astoria,Astoria
3293,-73.97325,40.75301,New York,Midtown Center
3294,-73.98108,40.78153,New York,Upper West Side
3295,-74.00612,40.7404,New York,Meatpacking District
3296,-74.00448,40.74203,New York,Chelsea
3297,-73.98513,40.7356,New York,Gramercy Park
3298,-73.96498,40.75954,New York,Turtle Bay
3299,-73.95429,40.78658,New York,Upper East Side
3300,-74.00846,40.72013,New York,Tribeca
3301,-73.97593,40.76022,New York,Midtown Center
3302,-73.80763,40.68708,Jamaica,Jamaica
3303,-74.00815,40.74041,New York,Meatpacking District
3304,-73.96129,40.77755,New York,Upper East Side
3305,-74.00922,40.72588,New York,Soho
3306,-73.96236,40.80004,New York,Upper West Side
3307,-73.97853,40.72969,New York,East Village
3308,-73.95459,40.76664,New York,Upper East Side
3309,-73.97121,40.76069,New York,Midtown Center
3310,-73.87337,40.77393,Flushing,
3311,-74.01582,40.71109,New York,Battery Park City
3312,-73.97071,40.75501,New York,Turtle Bay
3313,-73.98881,40.76841,New York,Clinton
3314,-73.99895,40.75444,New York,Chelsea
3315,-73.78563,40.64822,Jamaica,
3316,-73.98826,40.74882,New York,Koreatown
3317,-74.01563,40.71059,New York,Battery Park City
3318,-73.9895,40.73028,New York,Greenwich Village
3319,-73.98708,40.76529,New York,Clinton
3320,-73.98362,40.72155,New York,East Village
3321,-73.78222,40.64469,Jamaica,
3322,-73.98894,40.76208,New York,Clinton
3323,-73.98674,40.74942,New York,Koreatown
3324,-73.97774,40.74986,New York,Murray Hill
3325,-73.99064,40.72455,New York,East Village
3326,-73.99489,40.72591,New York,Noho
3327,-73.97114,40.76125,New York,Midtown Center
3328,-73.95934,40.77743,New York,Upper East Side
3329,-74.00888,40.71854,New York,Tribeca
3330,-74.01004,40.72137,New York,Tribeca
3331,-74.00673,40.71152,New York,Financial District
3332,-73.98249,40.76846,New York,Clinton
3333,-73.97942,40.7715,New York,Lincoln Square
3334,-74.0064,40.73961,New York,West Village
3335,-73.97305,40.74432,New York,Tudor City
3336,-74.00754,40.74298,New York,Chelsea
3337,-73.97918,40.76228,New York,Clinton
3338,-74.00504,40.7441,New York,Chelsea
3339,-73.97844,40.75691,New York,Midtown Center
3340,-74.00562,40.74116,New York,Chelsea
3341,-73.97077,40.76082,New York,Midtown Center
3342,-73.98534,40.75878,New York,Theater District-Times Square
3343,-73.97025,40.75943,New York,Midtown Center
3344,-74.00795,40.74263,New York,Chelsea
3345,-74.00851,40.74586,New York,Chelsea
3346,-73.98181,40.75924,New York,Theater District-Times Square
3347,-73.96201,40.77072,New York,Upper East Side
3348,-73.94568,40.81774,New York,Harlem
3349,-73.96693,40.79374,New York,Upper West Side
3350,-73.97805,40.76285,New York,Clinton
3351,-73.99271,40.74827,New York,Chelsea
3352,-73.98766,40.75476,New York,Theater District-Times Square
3353,-73.98991,40.76732,New York,Clinton
3354,-73.98279,40.73497,New York,Gramercy Park
3355,-73.94394,40.78864,New York,East Harlem
3356,-73.97291,40.75317,New York,Midtown Center
3357,-74.00388,40.72594,New York,Soho
3358,-73.98931,40.74797,New York,Chelsea
3359,-73.97898,40.75175,New York,Midtown South Central
3360,-73.96095,40.76514,New York,Upper East Side
3361,-73.96541,40.75923,New York,Turtle Bay
3362,-73.987,40.76106,New York,Clinton
3363,-73.95187,40.77314,New York,Yorkville
3364,-73.98933,40.76291,New York,Clinton
3365,-73.97853,40.74118,New York,Kips Bay
3366,-73.96567,40.76201,New York,Upper East Side
3367,-73.98429,40.72914,New York,East Village
3368,-74.01169,40.7099,New York,Financial District
3369,-73.96016,40.76226,New York,Upper East Side
3370,-73.98061,40.73049,New York,East Village
3371,-73.9813,40.74721,New York,Midtown South Central
3372,-73.98524,40.72676,New York,East Village
3373,-73.96298,40.77505,New York,Upper East Side
3374,-74.00793,40.75153,New York,Chelsea
3375,-73.99863,40.71972,New York,Chinatown
3376,-73.98541,40.75198,New York,Midtown South Central
3377,-73.98822,40.77494,New York,Lincoln Square
3378,-73.98132,40.78109,New York,Upper West Side
3379,-73.98664,40.75539,New York,Theater District-Times Square
3380,-73.99277,40.75163,New York,Chelsea
3381,-74.00099,40.72028,New York,Chinatown
3382,-73.98031,40.72239,New York,East Village
3383,-73.99587,40.7265,New York,Noho
3384,-73.98947,40.75854,New York,Clinton
3385,-73.99196,40.75017,New York,Chelsea
3386,-74.00467,40.742,New York,Chelsea
3387,-73.99409,40.74114,New York,Flatiron District
3388,-73.97421,40.75729,New York,Midtown Center
3389,-73.97937,40.75457,New York,Midtown Center
3390,-73.9583,40.76858,New York,Upper East Side
3391,-73.9773,40.7873,New York,Upper West Side
3392,-73.98774,40.7196,New York,Lower East Side
3393,-74.00677,40.72999,New York,West Village
3394,-73.99393,40.72108,New York,Nolita
3395,-73.99147,40.73517,New York,Greenwich Village
3396,-73.99183,40.73506,New York,Greenwich Village
3397,-73.86514,40.77049,Flushing,East Elmhurst
3398,-73.95692,40.71439,Brooklyn,Greenpoint
3399,-73.97546,40.7869,New York,Upper West Side
3400,-73.78024,40.64552,Jamaica,
3401,-73.97431,40.76263,New York,Midtown Center
3402,-73.98593,40.7415,New York,Midtown South Central
3403,-73.96342,40.75748,New York,Sutton Place
3404,-73.98897,40.73095,New York,Greenwich Village
3405,-73.95591,40.76777,New York,Upper East Side
3406,-73.97931,40.76215,New York,Clinton
3407,-73.99725,40.71434,New York,Chinatown
3408,-73.99397,40.7327,New York,Greenwich Village
3409,-73.98218,40.7696,New York,Lincoln Square
3410,0,0,,
3411,-73.96459,40.76042,New York,Turtle Bay
3412,-73.95462,40.77806,New York,Upper East Side
3413,-73.98301,40.76794,New York,Clinton
3414,-73.86544,40.77051,Flushing,East Elmhurst
3415,-73.98662,40.74021,New York,Flatiron District
3416,-73.95952,40.76731,New York,Upper East Side
3417,-73.86304,40.7688,Flushing,
3418,-73.99479,40.74962,New York,Chelsea
3419,-73.9732,40.75997,New York,Midtown Center
3420,-73.96717,40.79856,New York,Upper West Side
3421,-73.97893,40.73621,New York,Stuyvesant Town
3422,-73.95871,40.81013,New York,Morningside Heights
3423,-73.98432,40.76181,New York,Theater District-Times Square
3424,-74.00639,40.73378,New York,West Village
3425,-73.97414,40.75985,New York,Midtown Center
3426,-73.95672,40.76713,New York,Upper East Side
3427,-73.97831,40.78309,New York,Upper West Side
3428,-73.98612,40.75575,New York,Theater District-Times Square
3429,-74.00708,40.71324,New York,Tribeca
3430,-73.99571,40.75933,New York,Hells Kitchen
3431,-73.97687,40.78506,New York,Upper West Side
3432,-73.98439,40.76961,New York,Clinton
3433,-74.00619,40.70921,New York,Financial District
3434,-73.992,40.75938,New York,Clinton
3435,-74.01672,40.70826,New York,Battery Park City
3436,-73.95803,40.76924,New York,Upper East Side
3437,-73.97852,40.77301,New York,Lincoln Square
3438,-73.97929,40.68492,Brooklyn,Boerum Hill
3439,-73.98709,40.74705,New York,Koreatown
3440,-73.97526,40.75599,New York,Midtown Center
3441,-73.95915,40.78058,New York,Upper East Side
3442,-74.00201,40.72807,New York,Greenwich Village
3443,-73.96799,40.7686,New York,Upper East Side
3444,-73.95367,40.76718,New York,Upper East Side
3445,-73.97042,40.76198,New York,Midtown Center
3446,-73.97848,40.77804,New York,Upper West Side
3447,0,0,,
3448,-73.97837,40.76184,New York,Midtown Center
3449,-73.95072,40.78584,New York,East Harlem
3450,-73.99294,40.75856,New York,Clinton
3451,-73.97137,40.76061,New York,Midtown Center
3452,-73.99327,40.76781,New York,Clinton
3453,-73.95165,40.77005,New York,Upper East Side
3454,-73.97602,40.76259,New York,Midtown Center
3455,-73.97898,40.78525,New York,Upper West Side
3456,0,0,,
3457,-73.96843,40.76066,New York,Midtown Center
3458,-73.98652,40.76633,New York,Clinton
3459,-73.9827,40.73918,New York,Kips Bay
3460,-73.98222,40.75208,New York,Midtown South Central
3461,-73.97545,40.75241,New York,Midtown Center
3462,-73.94576,40.77352,New York,Yorkville
3463,-73.9847,40.76034,New York,Theater District-Times Square
3464,-73.96775,40.75714,New York,Turtle Bay
3465,-73.953,40.76792,New York,Upper East Side
3466,-74.00379,40.72258,New York,Soho
3467,-73.9552,40.77994,New York,Upper East Side
3468,-73.99046,40.73714,New York,Flatiron District
3469,-73.98721,40.73305,New York,East Village
3470,-73.96569,40.77426,New York,Upper East Side
3471,-73.98045,40.74292,New York,Kips Bay
3472,0,0,,
3473,-74.00518,40.7406,New York,West Village
3474,-73.98147,40.73276,New York,Gramercy Park
3475,-74.00344,40.74985,New York,Chelsea
3476,-73.9793,40.74424,New York,Kips Bay
3477,-73.86384,40.7697,Flushing,
3478,-73.98284,40.74214,New York,Kips Bay
3479,-73.97539,40.75316,New York,Midtown Center
3480,-73.99133,40.72752,New York,East Village
3481,-73.98695,40.76583,New York,Clinton
3482,-74.00147,40.72135,New York,Soho
3483,-73.94005,40.84111,New York,Washington Heights South
3484,-73.97536,40.75128,New York,Midtown Center
3485,-73.99652,40.75683,New York,Hells Kitchen
3486,-73.99086,40.74215,New York,Midtown South Central
3487,-73.98602,40.74639,New York,Midtown South Central
3488,-73.96539,40.76928,New York,Upper East Side
3489,-73.98337,40.74446,New York,Midtown South Central
3490,-74.0097,40.70511,New York,Financial District
3491,-73.98657,40.76224,New York,Clinton
3492,-73.97727,40.78694,New York,Upper West Side
3493,-73.98866,40.75029,New York,Chelsea
3494,-73.95518,40.77961,New York,Upper East Side
3495,0,0,,
3496,-73.97822,40.78302,New York,Upper West Side
3497,-73.99968,40.75489,New York,Hells Kitchen
3498,-73.8631,40.76879,Flushing,
3499,-73.96841,40.76114,New York,Midtown Center
3500,-74.00288,40.74957,New York,Chelsea
3501,-73.98026,40.76568,New York,Clinton
3502,-73.9993,40.71946,New York,Chinatown
3503,-73.97927,40.75274,New York,Midtown South Central
3504,-74.00401,40.70782,New York,Financial District
3505,-73.87295,40.77396,Flushing,
3506,-73.95597,40.76402,New York,Upper East Side
3507,-73.97844,40.75136,New York,Midtown South Central
3508,-73.95359,40.78206,New York,Upper East Side
3509,-73.96765,40.7565,New York,Turtle Bay
3510,-73.97807,40.7416,New York,Kips Bay
3511,-73.86559,40.77064,Flushing,
3512,-73.95722,40.76582,New York,Upper East Side
3513,-73.95786,40.76171,New York,Upper East Side
3514,-73.95291,40.77196,New York,Upper East Side
