STT,dropoff_longitude,dropoff_latitude,DOcity,DOdistrict
5586,-73.98663,40.76145,New York,Theater District-Times Square
5587,-73.98014,40.7604,New York,Theater District-Times Square
5588,-74.03322,40.72937,Jersey City,Newport
5589,-73.9591,40.77796,New York,Upper East Side
5590,-74.01272,40.70218,New York,Financial District
5591,-73.98345,40.76233,New York,Theater District-Times Square
5592,-74.00769,40.71258,New York,Tribeca
5593,-73.99237,40.74014,New York,Flatiron District
5594,-73.97082,40.76026,New York,Midtown Center
5595,-73.98827,40.75612,New York,Theater District-Times Square
5596,-73.95754,40.77357,New York,Upper East Side
5597,-73.98719,40.7527,New York,Garment District
5598,-74.00053,40.75797,New York,Hells Kitchen
5599,-73.97555,40.78836,New York,Upper West Side
5600,-73.97526,40.75976,New York,Midtown Center
5601,-73.94891,40.79694,New York,East Harlem
5602,-73.96384,40.75892,New York,Turtle Bay
5603,-73.99126,40.75005,New York,Chelsea
5604,-73.86166,40.76828,Flushing,
5605,-73.94362,40.84048,New York,Washington Heights South
5606,-74.0005,40.75761,New York,Hells Kitchen
5607,-73.93217,40.85932,New York,Washington Heights North
5608,-73.97685,40.76079,New York,Midtown Center
5609,-73.95569,40.76941,New York,Upper East Side
5610,-73.99336,40.73666,New York,Greenwich Village
5611,-73.92579,40.69817,Brooklyn,Bushwick
5612,-73.96636,40.78916,New York,Upper West Side
5613,-73.96468,40.79276,New York,Upper West Side
5614,-74.00898,40.73055,New York,West Village
5615,-74.01457,40.71581,New York,Battery Park City
5616,-73.96785,40.7558,New York,Turtle Bay
5617,-73.98789,40.75174,New York,Garment District
5618,-73.99718,40.76155,New York,Clinton
5619,-73.97381,40.78954,New York,Upper West Side
5620,-73.9903,40.74486,New York,Midtown South Central
5621,-73.99578,40.73883,New York,Flatiron District
5622,-73.95718,40.78442,New York,Upper East Side
5623,-73.98699,40.76095,New York,Theater District-Times Square
5624,-74.00164,40.73618,New York,West Village
5625,-73.87401,40.73078,Elmhurst,Rego Park
5626,-73.97585,40.72835,New York,East Village
5627,-73.96686,40.75847,New York,Turtle Bay
5628,-73.98819,40.74855,New York,Koreatown
5629,-73.97268,40.79086,New York,Upper West Side
5630,-73.97153,40.74944,New York,Murray Hill
5631,-73.98742,40.74843,New York,Koreatown
5632,-73.99742,40.72085,New York,Little Italy
5633,-74.00464,40.72851,New York,Soho
5634,-73.96215,40.77618,New York,Upper East Side
5635,-74.00322,40.72522,New York,Soho
5636,-74.00012,40.75854,New York,Hells Kitchen
5637,-73.95281,40.77841,New York,Yorkville
5638,-73.98029,40.7611,New York,Theater District-Times Square
5639,-73.95739,40.78547,New York,Upper East Side
5640,-73.97749,40.68173,Brooklyn,Park Slope
5641,-73.98232,40.74003,New York,Kips Bay
5642,-73.98451,40.67342,Brooklyn,Park Slope
5643,-73.9874,40.74285,New York,Midtown South Central
5644,-73.98968,40.75129,New York,Garment District
5645,-73.95428,40.76409,New York,Upper East Side
5646,-74.00692,40.74392,New York,Chelsea
5647,-73.98057,40.74925,New York,Midtown South Central
5648,-73.97596,40.75152,New York,Midtown Center
5649,-73.98009,40.71752,New York,Lower East Side
5650,-73.96067,40.76575,New York,Upper East Side
5651,-73.996,40.74684,New York,Chelsea
5652,-73.97958,40.76515,New York,Clinton
5653,-73.98342,40.74457,New York,Midtown South Central
5654,-74.00943,40.71382,New York,Tribeca
5655,-73.97612,40.75952,New York,Midtown Center
5656,-73.97032,40.79953,New York,Upper West Side
5657,-73.9872,40.76076,New York,Clinton
5658,-73.98583,40.7406,New York,Kips Bay
5659,-73.98451,40.74014,New York,Kips Bay
5660,-74.00519,40.74137,New York,Chelsea
5661,-73.9143,40.7045,Brooklyn,Bushwick
5662,-73.98137,40.75057,New York,Midtown South Central
5663,-73.98712,40.78068,New York,Lincoln Square
5664,-73.96735,40.68567,Brooklyn,Clinton Hill
5665,-73.94952,40.7847,New York,Yorkville
5666,-73.98273,40.77219,New York,Lincoln Square
5667,0,0,,
5668,-73.99149,40.68793,Brooklyn,Boerum Hill
5669,-73.98531,40.75626,New York,Theater District-Times Square
5670,-73.98262,40.76089,New York,Theater District-Times Square
5671,-73.98805,40.76995,New York,Clinton
5672,-73.9744,40.75108,New York,Midtown Center
5673,-73.97844,40.75096,New York,Murray Hill
5674,-73.97486,40.76432,New York,Midtown Center
5675,0,0,,
5676,-73.9785,40.76255,New York,Clinton
5677,-73.98827,40.75823,New York,Theater District-Times Square
5678,-73.98358,40.69369,Brooklyn,Downtown Brooklyn
5679,-74.00637,40.73933,New York,West Village
5680,-73.98112,40.74992,New York,Midtown South Central
5681,-73.95403,40.76621,New York,Upper East Side
5682,-73.97918,40.68323,Brooklyn,Boerum Hill
5683,-73.98883,40.74818,New York,Koreatown
5684,-73.95432,40.77817,New York,Yorkville
5685,-73.96465,40.77141,New York,Upper East Side
5686,-73.97401,40.76186,New York,Midtown Center
5687,-73.96573,40.76258,New York,Upper East Side
5688,-73.98809,40.73869,New York,Flatiron District
5689,-74.00793,40.75131,New York,Chelsea
5690,-74.00528,40.74094,New York,Chelsea
5691,-74.00805,40.73087,New York,West Village
5692,-73.986,40.7573,New York,Theater District-Times Square
5693,-74.00929,40.71059,New York,Financial District
5694,-73.96301,40.7584,New York,Turtle Bay
5695,-73.9753,40.75033,New York,Murray Hill
5696,-73.87556,40.74458,Elmhurst,Elmhurst
5697,-73.95394,40.77495,New York,Yorkville
5698,-73.98576,40.74103,New York,Midtown South Central
5699,-73.88271,40.74283,Elmhurst,Elmhurst
5700,-73.95189,40.75008,Long Island City,Long Island City
5701,-73.99479,40.74128,New York,Chelsea
5702,-73.99921,40.73403,New York,Greenwich Village
5703,-73.93686,40.849,New York,Washington Heights South
5704,-73.9835,40.72622,New York,East Village
5705,-73.95587,40.77963,New York,Upper East Side
5706,-74.00459,40.74223,New York,Chelsea
5707,-73.97016,40.7658,New York,Upper East Side
5708,-74.00629,40.73339,New York,West Village
5709,-73.98625,40.75188,New York,Midtown South Central
5710,-73.99041,40.75674,New York,Garment District
5711,-73.97469,40.75181,New York,Midtown Center
5712,-73.98106,40.78469,New York,Upper West Side
5713,-73.95656,40.80157,New York,Harlem
5714,-73.95582,40.77234,New York,Upper East Side
5715,-73.98323,40.75796,New York,Theater District-Times Square
5716,-73.94746,40.71253,Brooklyn,East Williamsburg
5717,-74.00723,40.74119,New York,Meatpacking District
5718,-73.95941,40.77009,New York,Upper East Side
5719,-73.97524,40.7532,New York,Midtown Center
5720,-73.99278,40.76331,,
5721,-73.98533,40.76297,New York,Theater District-Times Square
5722,0,0,,
5723,-74.00461,40.73981,New York,West Village
5724,0,0,,
5725,-73.99376,40.73584,New York,Greenwich Village
5726,-73.99498,40.7317,New York,Greenwich Village
5727,-73.96897,40.76431,New York,Upper East Side
5728,-73.99014,40.74882,New York,Chelsea
5729,-73.97691,40.76423,New York,Midtown Center
5730,-73.97774,40.75625,New York,Midtown Center
5731,-73.97918,40.75216,New York,Midtown Center
5732,0,0,,
5733,-73.98528,40.72366,New York,East Village
5734,-74.00123,40.76269,New York,Clinton
5735,-73.95902,40.77768,New York,Upper East Side
5736,-73.9935,40.71547,New York,Chinatown
5737,-73.97258,40.7638,New York,Midtown Center
5738,-73.98211,40.74562,New York,Kips Bay
5739,-73.99156,40.7492,New York,Chelsea
5740,-73.96669,40.7614,New York,Turtle Bay
5741,-73.99031,40.72503,New York,East Village
5742,-73.95375,40.77526,New York,Yorkville
5743,-73.98467,40.73266,New York,Gramercy Park
5744,-73.95692,40.73145,Brooklyn,Greenpoint
5745,-73.97723,40.76441,New York,Clinton
5746,-73.99131,40.74902,New York,Chelsea
5747,-73.9974,40.73591,New York,Greenwich Village
5748,-73.96,40.67498,Brooklyn,Bedford-Stuyvesant
5749,-73.98481,40.76071,New York,Theater District-Times Square
5750,-73.99632,40.73887,New York,Chelsea
5751,-73.98734,40.76618,New York,Clinton
5752,-73.98578,40.73528,New York,Gramercy Park
5753,-74.00001,40.76128,New York,Hells Kitchen
5754,-73.97262,40.76113,New York,Midtown Center
5755,-73.97464,40.73597,New York,Kips Bay
5756,-73.99135,40.75016,New York,Chelsea
5757,-73.94884,40.67959,Brooklyn,Bedford-Stuyvesant
5758,-73.98296,40.74498,New York,Midtown South Central
5759,-73.98176,40.74729,New York,Midtown South Central
5760,-73.9558,40.77864,New York,Upper East Side
5761,-73.98216,40.7753,New York,Lincoln Square
5762,-73.98432,40.76091,New York,Theater District-Times Square
5763,-73.9639,40.77393,New York,Upper East Side
5764,-73.99075,40.74732,New York,Chelsea
5765,-73.97071,40.75804,New York,Midtown Center
5766,-73.95203,40.76951,New York,Upper East Side
5767,-73.99329,40.74646,New York,Chelsea
5768,-73.95892,40.77486,New York,Upper East Side
5769,-73.97281,40.75915,New York,Midtown Center
5770,-73.98161,40.76061,New York,Theater District-Times Square
5771,-74.00244,40.73341,New York,West Village
5772,-73.97574,40.75397,New York,Midtown Center
5773,-73.94927,40.79359,New York,East Harlem
5774,-73.99425,40.74103,New York,Chelsea
5775,-73.97689,40.74327,New York,Kips Bay
5776,-73.95036,40.7774,New York,Yorkville
5777,-73.99672,40.73748,New York,Greenwich Village
5778,-73.98882,40.74844,New York,Chelsea
5779,-73.99113,40.74233,New York,Midtown South Central
5780,-73.97402,40.77875,New York,Upper West Side
5781,-73.9407,40.70907,Brooklyn,East Williamsburg
5782,-74.01076,40.70804,New York,Financial District
5783,-73.99304,40.75282,New York,Garment District
5784,-73.97688,40.74187,New York,Kips Bay
5785,-73.81623,40.70879,Jamaica,Briarwood
5786,-73.94963,40.72523,Brooklyn,Greenpoint
5787,-73.98338,40.77936,New York,Upper West Side
5788,-73.98305,40.77426,New York,Lincoln Square
5789,-73.99317,40.71965,New York,Lower East Side
5790,-73.95374,40.76738,New York,Upper East Side
5791,0,0,,
5792,-73.97263,40.75739,New York,Midtown Center
5793,-73.92673,40.74389,Long Island City,Sunnyside
5794,-73.97223,40.76293,New York,Midtown Center
5795,-73.98676,40.7488,New York,Koreatown
5796,-73.95473,40.76727,New York,Upper East Side
5797,-73.99282,40.71456,New York,Chinatown
5798,-73.98098,40.75966,New York,Theater District-Times Square
5799,-73.9928,40.75343,New York,Garment District
5800,-73.95451,40.7698,New York,Upper East Side
5801,-73.98197,40.74159,New York,Kips Bay
5802,-73.98707,40.74529,New York,Midtown South Central
5803,-73.97671,40.75172,New York,Murray Hill
5804,-73.98404,40.75638,New York,Theater District-Times Square
5805,-73.94816,40.77723,New York,Yorkville
5806,-73.99912,40.72122,New York,Chinatown
5807,-73.98887,40.76197,New York,Clinton
5808,-73.98207,40.7669,New York,Clinton
5809,-73.98906,40.74456,New York,Midtown South Central
5810,-73.92554,40.69786,Brooklyn,Bushwick
5811,-73.99767,40.72166,New York,Soho
5812,-73.97903,40.76179,New York,Clinton
5813,-73.97667,40.76652,New York,Central Park
5814,-73.99304,40.74399,New York,Chelsea
5815,-73.96432,40.77314,New York,Upper East Side
5816,-73.96793,40.7622,New York,Midtown Center
5817,-73.96232,40.76697,New York,Upper East Side
5818,-73.99501,40.70993,New York,Two Bridges
5819,-73.96756,40.7624,New York,Upper East Side
5820,-73.96213,40.80542,New York,Morningside Heights
5821,-73.97049,40.79641,New York,Upper West Side
5822,-73.97643,40.75169,New York,Murray Hill
5823,-73.9725,40.76398,New York,Midtown Center
5824,-73.99911,40.73237,New York,Greenwich Village
5825,-73.97194,40.78171,New York,Central Park
5826,-73.98919,40.74767,New York,Midtown South Central
5827,-73.98092,40.76947,New York,Lincoln Square
5828,-73.983,40.73881,New York,Kips Bay
5829,-73.97513,40.75839,New York,Midtown Center
5830,-73.97104,40.7932,New York,Upper West Side
5831,-73.95467,40.78477,New York,Upper East Side
5832,-73.95243,40.78666,New York,East Harlem
5833,-73.95987,40.68336,Brooklyn,Clinton Hill
5834,-74.00799,40.71189,New York,Financial District
5835,-73.98049,40.7627,New York,Clinton
5836,-73.98561,40.76071,New York,Theater District-Times Square
5837,-73.99092,40.67314,Brooklyn,Gowanus
5838,-73.99028,40.73467,New York,Gramercy Park
5839,-73.96703,40.76104,New York,Midtown Center
5840,-73.97203,40.76009,New York,Midtown Center
5841,-74.0121,40.67675,Brooklyn,Red Hook
5842,-73.99091,40.72389,New York,East Village
5843,-73.959,40.76243,New York,Upper East Side
5844,-73.98451,40.72959,New York,East Village
5845,-73.99086,40.72813,New York,East Village
5846,-73.97421,40.75717,New York,Midtown Center
5847,-73.78399,40.64359,Jamaica,
5848,-73.99503,40.74013,New York,Chelsea
5849,-73.97013,40.79064,New York,Upper West Side
5850,-73.97473,40.76195,New York,Midtown Center
5851,-73.97113,40.75654,New York,Midtown Center
5852,-73.98574,40.75666,New York,Theater District-Times Square
5853,-74.00472,40.74196,New York,Chelsea
5854,-73.9883,40.76496,New York,Clinton
5855,-73.96831,40.76606,New York,Upper East Side
5856,-73.98365,40.76111,New York,Theater District-Times Square
5857,-73.96334,40.79346,New York,Upper West Side
5858,-73.99677,40.76288,New York,Clinton
5859,-73.97242,40.75657,New York,Midtown Center
5860,-73.96942,40.76089,New York,Midtown Center
5861,-73.99182,40.74251,New York,Midtown South Central
5862,-73.87021,40.77328,Flushing,East Elmhurst
5863,-73.97538,40.76534,New York,Midtown Center
5864,-73.95763,40.73137,Brooklyn,Greenpoint
5865,-73.95117,40.77756,New York,Yorkville
5866,-73.98327,40.77121,New York,Lincoln Square
5867,-73.98344,40.76026,New York,Theater District-Times Square
5868,-73.99095,40.71403,New York,Chinatown
5869,-73.99298,40.73819,New York,Flatiron District
5870,-73.96934,40.76687,New York,Upper East Side
5871,-73.99649,40.72397,New York,Soho
5872,-73.94698,40.77605,New York,Yorkville
5873,-73.9996,40.73177,New York,Greenwich Village
5874,-73.98562,40.73831,New York,Gramercy Park
5875,-73.9874,40.75649,New York,Theater District-Times Square
5876,-73.98296,40.76382,New York,Clinton
5877,0,0,,
5878,-73.97468,40.76008,New York,Midtown Center
5879,-73.9479,40.78192,New York,Yorkville
5880,-73.99539,40.76703,New York,Clinton
5881,-73.95671,40.7208,Brooklyn,Greenpoint
5882,-73.98938,40.74762,New York,Chelsea
5883,-74.00175,40.7356,New York,West Village
5884,-73.99478,40.75946,New York,Clinton
5885,-73.98726,40.72233,New York,Lower East Side
5886,-73.96646,40.76735,New York,Upper East Side
5887,-74.17823,40.68986,Newark,
5888,-73.97767,40.75757,New York,Midtown Center
5889,-73.96941,40.75805,New York,Midtown Center
5890,0,0,,
5891,-73.95753,40.76177,New York,Upper East Side
5892,-73.98341,40.73923,New York,Kips Bay
5893,-74.00668,40.70553,New York,Financial District
5894,-73.95073,40.78343,New York,Upper East Side
5895,-73.98196,40.74,New York,Kips Bay
5896,-73.97747,40.78616,New York,Upper West Side
5897,-73.94621,40.77292,New York,Yorkville
5898,-73.98716,40.73924,New York,Flatiron District
5899,-73.98273,40.75175,New York,Midtown South Central
5900,-73.99264,40.7488,New York,Chelsea
5901,-73.99815,40.7407,New York,Chelsea
5902,-73.99526,40.74542,New York,Chelsea
5903,-73.97821,40.75243,New York,Midtown Center
5904,-73.97496,40.74157,New York,Kips Bay
5905,-73.97073,40.75272,New York,Turtle Bay
5906,-73.94092,40.75327,Long Island City,Long Island City
5907,-73.95173,40.79867,New York,Harlem
5908,-74.00357,40.75637,New York,Chelsea
5909,-73.93676,40.68633,Brooklyn,Bedford-Stuyvesant
5910,-73.99304,40.75001,New York,Chelsea
5911,-73.98929,40.72657,New York,East Village
5912,-73.98277,40.76627,New York,Clinton
5913,-73.97305,40.74617,New York,Murray Hill
5914,-73.96019,40.77037,New York,Upper East Side
5915,-73.97477,40.67567,Brooklyn,Park Slope
5916,-73.97964,40.78426,New York,Upper West Side
5917,-73.97726,40.74988,New York,Murray Hill
5918,-73.97219,40.75493,New York,Midtown Center
5919,-74.01442,40.70407,New York,Financial District
5920,-74.00781,40.74447,New York,Chelsea
5921,-73.96166,40.75781,New York,Sutton Place
5922,-73.95702,40.77915,New York,Upper East Side
5923,-73.98771,40.72849,New York,East Village
5924,-73.99202,40.74666,New York,Chelsea
5925,-73.8744,40.75584,Jackson Heights,Jackson Heights
5926,-73.97455,40.75335,New York,Midtown Center
5927,-73.99102,40.76061,New York,Clinton
5928,-74.01415,40.7097,New York,Financial District
5929,-73.98366,40.71522,New York,Lower East Side
5930,-73.9794,40.74417,New York,Kips Bay
5931,-73.97809,40.73679,New York,Kips Bay
5932,-73.991,40.75589,New York,Garment District
5933,-73.97065,40.679,Brooklyn,Prospect Heights
5934,-74.00781,40.75171,New York,Chelsea
5935,0,0,,
5936,-73.98664,40.7024,Brooklyn,Dumbo
5937,-73.99756,40.74658,New York,Chelsea
5938,-73.98173,40.75957,New York,Theater District-Times Square
5939,-73.98472,40.75589,New York,Theater District-Times Square
5940,-73.98239,40.77508,New York,Lincoln Square
5941,-73.96827,40.79939,New York,Upper West Side
5942,-73.98034,40.77625,New York,Lincoln Square
5943,-73.98086,40.7442,New York,Kips Bay
5944,-73.97977,40.7812,New York,Upper West Side
5945,-73.98848,40.75513,New York,Theater District-Times Square
5946,-73.97455,40.76051,New York,Midtown Center
5947,-74.00445,40.72162,New York,Soho
5948,-73.98226,40.75364,New York,Midtown South Central
5949,-74.17799,40.6956,Newark,
5950,-73.97353,40.74768,New York,Murray Hill
5951,-73.95287,40.73319,Brooklyn,Greenpoint
5952,-73.96206,40.77631,New York,Upper East Side
5953,0,0,,
5954,-73.98026,40.78215,New York,Upper West Side
5955,-74.00518,40.74123,New York,Chelsea
5956,-73.96877,40.76433,New York,Upper East Side
5957,-73.98435,40.76413,New York,Clinton
5958,-74.00587,40.71761,New York,Tribeca
5959,-73.97696,40.7587,New York,Midtown Center
5960,-73.97518,40.75297,New York,Midtown Center
5961,-73.94036,40.74952,Long Island City,Long Island City
5962,-73.95706,40.77473,New York,Upper East Side
5963,-73.95636,40.77546,New York,Upper East Side
5964,-74.00974,40.73721,New York,West Village
5965,-73.91912,40.86124,New York,Inwood
5966,-73.95458,40.82404,New York,Hamilton Heights
5967,-73.95491,40.77748,New York,Yorkville
5968,-73.98231,40.77755,New York,Lincoln Square
5969,-73.98312,40.76577,New York,Clinton
5970,-73.98436,40.76413,New York,Clinton
5971,-73.95467,40.76602,New York,Upper East Side
5972,-73.78181,40.64861,Jamaica,
5973,-73.96833,40.77044,New York,Upper East Side
5974,-73.98483,40.75954,New York,Theater District-Times Square
5975,-73.98668,40.73973,New York,Flatiron District
5976,-74.00436,40.73803,New York,West Village
5977,-73.98726,40.77091,New York,Lincoln Square
5978,-73.99084,40.77496,New York,Lincoln Square
5979,-73.91872,40.74295,Woodside,Sunnyside
5980,-73.97406,40.76306,New York,Midtown Center
5981,-73.97272,40.78059,New York,Upper West Side
5982,-74.00599,40.70447,New York,Financial District
5983,-73.98691,40.73866,New York,Gramercy Park
5984,-73.9551,40.78571,New York,Upper East Side
5985,-73.9917,40.74487,New York,Chelsea
5986,-73.96958,40.75207,New York,Turtle Bay
5987,-73.9901,40.76193,New York,Clinton
5988,-73.98813,40.7524,New York,Garment District
5989,-73.95376,40.78512,New York,Upper East Side
5990,-73.95675,40.71297,Brooklyn,Williamsburg
5991,-73.97724,40.78457,New York,Upper West Side
5992,-73.99825,40.71708,New York,Little Italy
5993,-73.99536,40.74174,New York,Chelsea
5994,-73.78484,40.74109,Fresh Meadows,Fresh Meadows
5995,-73.98859,40.75591,New York,Theater District-Times Square
5996,-73.97571,40.73114,New York,Stuyvesant Town
5997,-73.97858,40.75659,New York,Midtown Center
5998,-73.9809,40.76592,New York,Clinton
5999,-73.99049,40.75744,New York,Garment District
6000,-73.97014,40.76794,New York,Upper East Side
6001,-73.9595,40.76933,New York,Upper East Side
6002,-74.02816,40.62276,Brooklyn,Bay Ridge & Fort Hamilton
6003,-73.95085,40.77165,New York,Yorkville
6004,-73.99172,40.72618,New York,East Village
6005,-73.97223,40.74982,New York,Turtle Bay
6006,-73.98991,40.67284,Brooklyn,Gowanus
6007,-73.97932,40.77175,New York,Lincoln Square
6008,-73.78609,40.64225,Jamaica,
6009,-73.99097,40.75052,New York,Chelsea
6010,-73.9894,40.73177,New York,Greenwich Village
6011,-73.98341,40.74388,New York,Kips Bay
6012,-73.98745,40.7752,New York,Lincoln Square
6013,-73.96771,40.76314,New York,Upper East Side
6014,-73.99726,40.76102,New York,Clinton
6015,-73.9821,40.76731,New York,Clinton
6016,-73.99511,40.72255,New York,Nolita
6017,-73.95475,40.7696,New York,Upper East Side
6018,-73.96778,40.76158,New York,Midtown Center
6019,-73.99731,40.73697,New York,West Village
6020,-73.97786,40.76002,New York,Midtown Center
6021,-73.97522,40.74133,New York,Kips Bay
6022,-73.9669,40.69369,Brooklyn,Clinton Hill
6023,-73.98144,40.72469,New York,East Village
6024,-73.94021,40.79415,New York,East Harlem
6025,-74.01592,40.71518,New York,Battery Park City
6026,-73.98434,40.76773,New York,Clinton
6027,-73.98132,40.74119,New York,Kips Bay
6028,-73.95121,40.77605,New York,Yorkville
6029,-73.97877,40.75348,New York,Midtown Center
6030,-73.99811,40.68671,Brooklyn,Cobble Hill
6031,-73.97068,40.74864,New York,Turtle Bay
6032,-73.97594,40.78151,New York,Upper West Side
6033,-73.9727,40.67392,Brooklyn,Park Slope
6034,-73.99309,40.73579,New York,Greenwich Village
6035,-73.99019,40.75073,New York,Chelsea
6036,-74.00844,40.74198,New York,Meatpacking District
6037,-73.98651,40.75169,New York,Garment District
6038,-73.98964,40.73677,New York,Flatiron District
6039,-73.94039,40.71571,Brooklyn,Greenpoint
6040,-73.97424,40.74744,New York,Murray Hill
6041,-73.98224,40.74883,New York,Midtown South Central
6042,-73.97615,40.7764,New York,Upper West Side
6043,-73.92433,40.68554,Brooklyn,Bedford-Stuyvesant
6044,-73.94066,40.84513,New York,Washington Heights South
6045,-73.95532,40.77346,New York,Yorkville
6046,-73.93958,40.79374,New York,East Harlem
6047,-73.98043,40.74506,New York,Kips Bay
6048,-74.02601,40.76261,Weehawken,
6049,-74.00194,40.72629,New York,Soho
6050,0,0,,
6051,-73.94771,40.78462,New York,East Harlem
6052,-73.98371,40.76703,New York,Clinton
6053,-73.9478,40.77918,New York,Yorkville
6054,-73.96706,40.7569,New York,Turtle Bay
6055,-74.00647,40.7118,New York,Financial District
6056,-73.9723,40.76539,New York,Upper East Side
6057,-73.95516,40.78771,New York,East Harlem
6058,-73.95648,40.71325,Brooklyn,Williamsburg
6059,-73.98449,40.76482,New York,Clinton
6060,-73.98922,40.74097,New York,Flatiron District
6061,-73.99131,40.75086,New York,Chelsea
6062,-73.98659,40.74673,New York,Midtown South Central
6063,-73.99089,40.76011,New York,Clinton
6064,-73.97703,40.76422,New York,Midtown Center
6065,-73.96773,40.76617,New York,Upper East Side
6066,-74.00833,40.74932,New York,Chelsea
6067,-73.97569,40.75537,New York,Midtown Center
6068,-73.96575,40.75445,New York,Turtle Bay
6069,-74.0071,40.70881,New York,Financial District
6070,-73.98895,40.75767,New York,Theater District-Times Square
6071,-73.99749,40.75372,New York,Chelsea
6072,-73.95485,40.76812,New York,Upper East Side
6073,-73.99492,40.72301,New York,Nolita
6074,-73.95366,40.6827,Brooklyn,Bedford-Stuyvesant
6075,-74.00376,40.7432,New York,Chelsea
6076,-73.97689,40.78592,New York,Upper West Side
6077,-73.97862,40.75239,New York,Midtown South Central
6078,-73.98131,40.73078,New York,East Village
6079,-73.98074,40.75984,New York,Theater District-Times Square
6080,-73.99095,40.74472,New York,Midtown South Central
6081,-73.95911,40.76002,New York,Upper East Side
6082,-73.96065,40.71433,Brooklyn,Williamsburg
6083,-74.01391,40.70914,New York,Financial District
6084,-73.97848,40.7541,New York,Midtown Center
6085,-73.96487,40.77262,New York,Upper East Side
6086,-73.88536,40.77307,Flushing,
6087,-73.99328,40.74327,New York,Chelsea
6088,-73.98207,40.74172,New York,Kips Bay
6089,-73.98291,40.75647,New York,Midtown Center
6090,-73.96993,40.7633,New York,Upper East Side
6091,-73.97957,40.735,New York,Stuyvesant Town
6092,-73.98433,40.76166,New York,Theater District-Times Square
6093,-74.00546,40.72617,New York,Soho
6094,-74.00833,40.73678,New York,West Village
6095,-74.00307,40.70835,New York,Financial District
6096,-73.97935,40.75221,New York,Midtown South Central
6097,-73.96914,40.7664,New York,Upper East Side
6098,-73.98167,40.75802,New York,Midtown Center
6099,-74.00317,40.72413,New York,Soho
6100,-73.97359,40.76364,New York,Midtown Center
6101,-73.95301,40.77994,New York,Yorkville
6102,-74.01479,40.70944,New York,Financial District
6103,-73.96737,40.76277,New York,Upper East Side
6104,-73.87065,40.7739,Flushing,East Elmhurst
6105,-73.9932,40.7364,New York,Greenwich Village
6106,-73.97888,40.76236,New York,Clinton
6107,-73.97338,40.75532,New York,Midtown Center
6108,-73.98418,40.76722,New York,Clinton
6109,-73.9412,40.80091,New York,East Harlem
6110,-73.99122,40.75039,New York,Chelsea
6111,-73.99156,40.74457,New York,Chelsea
6112,-73.97218,40.75422,New York,Midtown Center
6113,-73.97456,40.75889,New York,Midtown Center
6114,-73.97761,40.78289,New York,Upper West Side
6115,-73.96323,40.76434,New York,Upper East Side
6116,-74.0075,40.74098,New York,Meatpacking District
6117,-73.95222,40.78119,New York,Yorkville
6118,-73.98285,40.72285,New York,East Village
6119,-73.99562,40.73327,New York,Greenwich Village
6120,-73.99408,40.73291,New York,Greenwich Village
6121,-73.99854,40.72385,New York,Soho
6122,-73.99057,40.75209,New York,Garment District
6123,-73.98504,40.75478,New York,Theater District-Times Square
6124,-73.97952,40.74551,New York,Kips Bay
6125,-74.00235,40.72935,New York,West Village
6126,-74.00205,40.72631,New York,Soho
6127,-73.96092,40.77519,New York,Upper East Side
6128,-73.98566,40.74117,New York,Kips Bay
6129,-73.96774,40.75612,New York,Turtle Bay
6130,-73.96356,40.75763,New York,Turtle Bay
6131,-73.97935,40.75555,New York,Midtown Center
6132,-74.01047,40.72034,New York,Tribeca
6133,-74.00434,40.72194,New York,Soho
6134,0,0,,
6135,-73.95681,40.78428,New York,Upper East Side
6136,-73.94552,40.59537,Brooklyn,Sheepshead Bay
6137,-73.94743,40.67509,Brooklyn,Bedford-Stuyvesant
6138,-73.9787,40.75754,New York,Midtown Center
6139,-73.99357,40.73434,New York,Greenwich Village
6140,-73.99997,40.73409,New York,West Village
6141,-73.98603,40.77566,New York,Lincoln Square
6142,-73.98011,40.76013,New York,Midtown Center
6143,-73.97426,40.75782,New York,Midtown Center
6144,-73.9523,40.71404,Brooklyn,East Williamsburg
6145,-73.78874,40.64476,Jamaica,
6146,-73.97125,40.75691,New York,Midtown Center
6147,-73.99399,40.75026,New York,Chelsea
6148,-73.95556,40.77796,New York,Upper East Side
6149,-73.96859,40.75474,New York,Turtle Bay
6150,-73.89792,40.74947,Woodside,Woodside
6151,-73.98615,40.76744,New York,Clinton
6152,-73.96642,40.75721,New York,Turtle Bay
6153,-73.99487,40.75948,New York,Clinton
6154,-73.99082,40.75103,New York,Chelsea
6155,-73.99264,40.74196,New York,Flatiron District
6156,-73.88825,40.88348,Bronx,Jeromes Park
6157,-73.99019,40.74656,New York,Chelsea
6158,-73.98623,40.7249,New York,East Village
6159,-73.95311,40.77997,New York,Yorkville
6160,-74.00465,40.70566,New York,Financial District
6161,-73.95863,40.77259,New York,Upper East Side
6162,-73.98259,40.77743,New York,Lincoln Square
6163,-73.94563,40.79324,New York,East Harlem
6164,-73.97831,40.7729,New York,Lincoln Square
6165,-73.99054,40.74435,New York,Midtown South Central
6166,-73.95987,40.76364,New York,Upper East Side
6167,-73.98163,40.76828,New York,Central Park
6168,-73.98884,40.74043,New York,Flatiron District
6169,-73.96972,40.78482,New York,Upper West Side
6170,-73.99739,40.71675,New York,Chinatown
6171,-73.9117,40.68361,Brooklyn,Bushwick
6172,-73.99586,40.76451,New York,Clinton
